Bot,Trade,Time,Date,Profit,Profit_last_tx,Wallet
Arbitrage[{LIMIT_ARBITRAGE}],Trade 17,18:33:35,2023-04-22,2714.18,293.23,"{'USDT': 1002714.1841060241, 'BTC': 0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 18,19:03:51,2023-04-22,2988.27,274.09,"{'USDT': 1002988.2698920165, 'BTC': 0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 19,19:34:07,2023-04-22,3505.04,516.77,"{'USDT': 1003505.0351275969, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 20,20:04:23,2023-04-22,3831.58,326.55,"{'USDT': 1003831.5847186663, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 21,20:34:39,2023-04-22,4243.52,411.93,"{'USDT': 1004243.5162495541, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 22,21:04:59,2023-04-22,4379.3,135.78,"{'USDT': 1004379.2995121157, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 23,21:35:16,2023-04-22,5024.45,645.15,"{'USDT': 1005024.4542041604, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 24,22:16:25,2023-04-22,5173.74,149.29,"{'USDT': 1005173.7430041984, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 25,22:46:41,2023-04-22,5399.76,226.01,"{'USDT': 1005399.7549489152, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 26,23:16:57,2023-04-22,5779.33,379.58,"{'USDT': 1005779.3308885529, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 27,23:58:04,2023-04-22,6437.03,657.7,"{'USDT': 1006437.0337206281, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 28,00:28:20,2023-04-23,6718.69,281.66,"{'USDT': 1006718.6918432354, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 29,00:58:35,2023-04-23,7178.82,460.13,"{'USDT': 1007178.8210081395, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 30,01:28:50,2023-04-23,7832.38,653.56,"{'USDT': 1007832.3782951246, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 31,01:59:06,2023-04-23,8482.74,650.37,"{'USDT': 1008482.7441020762, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 32,02:29:20,2023-04-23,8834.59,351.85,"{'USDT': 1008834.5940516612, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 33,02:59:35,2023-04-23,9169.3,334.71,"{'USDT': 1009169.3028482905, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 34,03:29:53,2023-04-23,9605.55,436.25,"{'USDT': 1009605.549414206, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 35,04:00:09,2023-04-23,9712.78,107.23,"{'USDT': 1009712.7750073329, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 36,04:30:25,2023-04-23,9970.66,257.89,"{'USDT': 1009970.6627321276, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 37,05:00:39,2023-04-23,10440.07,469.41,"{'USDT': 1010440.0744158411, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 38,05:30:54,2023-04-23,10547.03,106.96,"{'USDT': 1010547.0316291786, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 39,06:01:09,2023-04-23,10669.6,122.56,"{'USDT': 1010669.5964602276, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 40,06:31:24,2023-04-23,11026.97,357.37,"{'USDT': 1011026.9667133319, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 41,07:01:41,2023-04-23,11177.9,150.93,"{'USDT': 1011177.898346736, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 42,07:31:55,2023-04-23,11314.61,136.71,"{'USDT': 1011314.610658631, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 43,08:02:11,2023-04-23,11510.56,195.95,"{'USDT': 1011510.5603212006, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 44,08:32:26,2023-04-23,11630.8,120.24,"{'USDT': 1011630.7992967004, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 45,09:02:41,2023-04-23,11768.9,138.1,"{'USDT': 1011768.8954166913, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 46,09:32:57,2023-04-23,12063.24,294.34,"{'USDT': 1012063.2359241591, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 47,10:03:13,2023-04-23,12303.76,240.52,"{'USDT': 1012303.7549230793, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 48,10:33:28,2023-04-23,12698.03,394.27,"{'USDT': 1012698.0298738448, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 49,11:03:42,2023-04-23,13002.81,304.78,"{'USDT': 1013002.8142255015, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 50,11:33:59,2023-04-23,13314.66,311.85,"{'USDT': 1013314.6634445476, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 51,12:04:14,2023-04-23,13644.45,329.79,"{'USDT': 1013644.4536884207, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 52,12:34:29,2023-04-23,14117.1,472.65,"{'USDT': 1014117.1054873861, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 53,13:04:45,2023-04-23,14359.78,242.67,"{'USDT': 1014359.7790830195, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 54,13:35:00,2023-04-23,14570.33,210.55,"{'USDT': 1014570.3273742197, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 55,14:05:15,2023-04-23,15008.7,438.37,"{'USDT': 1015008.6979254566, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 56,14:35:30,2023-04-23,15340.54,331.84,"{'USDT': 1015340.5379928822, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 57,15:05:46,2023-04-23,16026.51,685.98,"{'USDT': 1016026.5133568883, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 58,15:36:01,2023-04-23,16598.39,571.87,"{'USDT': 1016598.3862143343, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 59,16:06:17,2023-04-23,16965.3,366.91,"{'USDT': 1016965.296321903, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 60,16:36:33,2023-04-23,17206.22,240.93,"{'USDT': 1017206.2253024229, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 61,17:06:50,2023-04-23,17617.7,411.48,"{'USDT': 1017617.701739236, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 62,17:37:06,2023-04-23,18250.8,633.1,"{'USDT': 1018250.8017332131, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 63,18:07:23,2023-04-23,18466.47,215.66,"{'USDT': 1018466.4664003049, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 64,18:37:39,2023-04-23,18839.64,373.17,"{'USDT': 1018839.6377993423, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 65,19:07:57,2023-04-23,19344.51,504.87,"{'USDT': 1019344.5046277423, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 66,19:59:55,2023-04-23,19344.51,0.0,"{'USDT': 1019344.5046277423, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 67,20:30:09,2023-04-23,19653.33,308.83,"{'USDT': 1019653.3340069392, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 68,21:22:07,2023-04-23,20515.09,861.76,"{'USDT': 1020515.0952337879, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 69,21:52:24,2023-04-23,20739.57,224.48,"{'USDT': 1020739.5721545822, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 70,22:22:39,2023-04-23,20957.52,217.95,"{'USDT': 1020957.520481578, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 71,23:03:47,2023-04-23,22020.71,1063.19,"{'USDT': 1022020.7082048903, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 72,23:34:02,2023-04-23,22416.65,395.95,"{'USDT': 1022416.6533874392, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 73,00:04:18,2023-04-24,22861.02,444.37,"{'USDT': 1022861.0226299262, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 74,00:34:33,2023-04-24,23153.06,292.04,"{'USDT': 1023153.0636988523, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 75,01:04:49,2023-04-24,23246.02,92.96,"{'USDT': 1023246.0212758359, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 76,01:35:05,2023-04-24,23397.98,151.96,"{'USDT': 1023397.9844167068, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 77,02:05:21,2023-04-24,23590.87,192.89,"{'USDT': 1023590.8730909936, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 78,02:35:38,2023-04-24,23897.64,306.76,"{'USDT': 1023897.6363669352, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 79,03:05:55,2023-04-24,23942.12,44.49,"{'USDT': 1023942.1236193224, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 80,03:36:10,2023-04-24,24307.72,365.6,"{'USDT': 1024307.7186903625, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 81,04:06:26,2023-04-24,24461.45,153.73,"{'USDT': 1024461.453482749, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 82,04:36:42,2023-04-24,24809.15,347.69,"{'USDT': 1024809.1449467815, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 83,05:06:57,2023-04-24,25036.68,227.53,"{'USDT': 1025036.6753023874, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 84,05:37:14,2023-04-24,25283.04,246.36,"{'USDT': 1025283.0353394795, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 85,06:07:30,2023-04-24,25534.65,251.61,"{'USDT': 1025534.6489182122, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 86,06:37:45,2023-04-24,25906.06,371.41,"{'USDT': 1025906.0587729114, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 87,07:08:01,2023-04-24,26442.84,536.78,"{'USDT': 1026442.8368275522, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 88,07:38:17,2023-04-24,26886.01,443.18,"{'USDT': 1026886.0119083917, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 89,08:08:32,2023-04-24,27179.94,293.93,"{'USDT': 1027179.9418823877, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 90,08:38:48,2023-04-24,27468.32,288.38,"{'USDT': 1027468.3224679214, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 91,09:19:57,2023-04-24,27915.57,447.25,"{'USDT': 1027915.5689312087, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 92,09:50:14,2023-04-24,28325.23,409.66,"{'USDT': 1028325.2277822611, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 93,10:20:31,2023-04-24,28387.68,62.46,"{'USDT': 1028387.6830041256, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 94,10:50:46,2023-04-24,28844.93,457.25,"{'USDT': 1028844.9309553318, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 95,11:21:01,2023-04-24,29142.34,297.41,"{'USDT': 1029142.3378095601, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 96,11:51:16,2023-04-24,29431.04,288.7,"{'USDT': 1029431.0362106424, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 97,12:21:32,2023-04-24,29771.9,340.86,"{'USDT': 1029771.8964251219, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 98,12:51:48,2023-04-24,29912.65,140.76,"{'USDT': 1029912.65198776, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 99,13:22:03,2023-04-24,30285.83,373.18,"{'USDT': 1030285.8340562775, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 100,13:52:19,2023-04-24,30815.69,529.86,"{'USDT': 1030815.6938507329, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 101,14:22:35,2023-04-24,31459.37,643.68,"{'USDT': 1031459.3694670673, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 102,14:52:51,2023-04-24,32219.82,760.45,"{'USDT': 1032219.8196089617, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 103,15:23:07,2023-04-24,32868.65,648.83,"{'USDT': 1032868.6500423717, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 104,15:53:23,2023-04-24,33249.81,381.16,"{'USDT': 1033249.8087839469, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 105,16:23:38,2023-04-24,33717.77,467.96,"{'USDT': 1033717.7719061074, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 106,16:53:54,2023-04-24,34484.5,766.73,"{'USDT': 1034484.5020118672, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 107,17:24:12,2023-04-24,35001.52,517.02,"{'USDT': 1035001.5210036964, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 108,17:54:28,2023-04-24,35718.64,717.11,"{'USDT': 1035718.635292681, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 109,18:24:44,2023-04-24,36015.71,297.08,"{'USDT': 1036015.710419636, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 110,18:55:01,2023-04-24,36638.21,622.5,"{'USDT': 1036638.2128427039, 'BTC': 0.0, 'ETH': 0.0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
